Track	Time	X	Y
0.000000000000000000e+00	0.000000000000000000e+00	-1.656450016641042078e+00	-3.707026285371605390e+00
0.000000000000000000e+00	2.500000000000000139e-02	-1.652756669766922482e+00	-3.722522849100545095e+00
0.000000000000000000e+00	5.000000000000000278e-02	-1.645478470158466378e+00	-3.723032899251027761e+00
0.000000000000000000e+00	7.499999999999999722e-02	-1.648009405703339425e+00	-3.719167559802508460e+00
0.000000000000000000e+00	1.000000000000000056e-01	-1.641355286308820105e+00	-3.713334273641471395e+00
0.000000000000000000e+00	1.250000000000000000e-01	-1.641464291608810910e+00	-3.706460807801111645e+00
0.000000000000000000e+00	1.499999999999999944e-01	-1.637239912771124795e+00	-3.698405457767757198e+00
0.000000000000000000e+00	1.750000000000000167e-01	-1.642877661018367075e+00	-3.687988603203420812e+00
0.000000000000000000e+00	2.000000000000000111e-01	-1.644769651537986155e+00	-3.676454091627760601e+00
0.000000000000000000e+00	2.250000000000000056e-01	-1.631249846969237582e+00	-3.664838470833651662e+00
0.000000000000000000e+00	2.500000000000000000e-01	-1.634485156878960010e+00	-3.653639915178596542e+00
0.000000000000000000e+00	2.750000000000000222e-01	-1.639794573132869138e+00	-3.642808000383594091e+00
0.000000000000000000e+00	2.999999999999999889e-01	-1.633357759342697557e+00	-3.632552442656560743e+00
0.000000000000000000e+00	3.250000000000000111e-01	-1.627586174514484396e+00	-3.622984370065448712e+00
0.000000000000000000e+00	3.500000000000000333e-01	-1.618710011967384954e+00	-3.613907245971948790e+00
0.000000000000000000e+00	3.750000000000000000e-01	-1.619961079805666282e+00	-3.605619441202199127e+00
0.000000000000000000e+00	4.000000000000000222e-01	-1.618800474406068002e+00	-3.597668267810669285e+00
0.000000000000000000e+00	4.249999999999999889e-01	-1.627251728107611095e+00	-3.589957758118120346e+00
0.000000000000000000e+00	4.500000000000000111e-01	-1.626433451440994382e+00	-3.582852057081131747e+00
0.000000000000000000e+00	4.750000000000000333e-01	-1.618030907142658181e+00	-3.575951720480507579e+00
0.000000000000000000e+00	5.000000000000000000e-01	-1.619651548841856581e+00	-3.568953785310377658e+00
0.000000000000000000e+00	5.250000000000000222e-01	-1.618036823276888247e+00	-3.561808003835626124e+00
0.000000000000000000e+00	5.500000000000000444e-01	-1.620301021090557736e+00	-3.554751613518800646e+00
0.000000000000000000e+00	5.750000000000000666e-01	-1.631894397506039152e+00	-3.547511026557252478e+00
0.000000000000000000e+00	5.999999999999999778e-01	-1.635304862398142545e+00	-3.540149199460747020e+00
0.000000000000000000e+00	6.250000000000000000e-01	-1.635229811942188860e+00	-3.532770951588435349e+00
0.000000000000000000e+00	6.500000000000000222e-01	-1.631932064735641674e+00	-3.525785111907930869e+00
0.000000000000000000e+00	6.750000000000000444e-01	-1.625592646193289692e+00	-3.519171641988124932e+00
0.000000000000000000e+00	7.000000000000000666e-01	-1.627998131605187249e+00	-3.511778082188997008e+00
0.000000000000000000e+00	7.249999999999999778e-01	-1.625856778496862942e+00	-3.503152292343232777e+00
0.000000000000000000e+00	7.500000000000000000e-01	-1.616465594116898163e+00	-3.493629046656220538e+00
0.000000000000000000e+00	7.750000000000000222e-01	-1.615636287665414672e+00	-3.483376685237553616e+00
0.000000000000000000e+00	8.000000000000000444e-01	-1.619418310784674242e+00	-3.466707053127596083e+00
