Track	Time	X	Y
0.000000000000000000e+00	0.000000000000000000e+00	-1.653616559237937711e+00	-3.676723903999408183e+00
0.000000000000000000e+00	2.500000000000000139e-02	-1.648340066134017734e+00	-3.687857097366069592e+00
0.000000000000000000e+00	5.000000000000000278e-02	-1.640828956660074889e+00	-3.696213564757282022e+00
0.000000000000000000e+00	7.499999999999999722e-02	-1.644296011445940842e+00	-3.702292738222548341e+00
0.000000000000000000e+00	1.000000000000000056e-01	-1.639378273486094439e+00	-3.706755398637821663e+00
0.000000000000000000e+00	1.250000000000000000e-01	-1.635822656252564844e+00	-3.710031178468808921e+00
0.000000000000000000e+00	1.499999999999999944e-01	-1.639330669510335570e+00	-3.712357309847829079e+00
0.000000000000000000e+00	1.750000000000000167e-01	-1.643723194379545172e+00	-3.713948162382152418e+00
0.000000000000000000e+00	2.000000000000000111e-01	-1.638192428591304983e+00	-3.718354869223527093e+00
0.000000000000000000e+00	2.250000000000000056e-01	-1.627200912490209150e+00	-3.726082962201637816e+00
0.000000000000000000e+00	2.500000000000000000e-01	-1.620245436600556754e+00	-3.732140235532542150e+00
0.000000000000000000e+00	2.750000000000000222e-01	-1.614211558439527128e+00	-3.736912060818406101e+00
0.000000000000000000e+00	2.999999999999999889e-01	-1.602307106434175621e+00	-3.740387539127473460e+00
0.000000000000000000e+00	3.250000000000000111e-01	-1.613826579680114781e+00	-3.742899626130298696e+00
0.000000000000000000e+00	3.500000000000000333e-01	-1.614667517524259077e+00	-3.745213702807677514e+00
0.000000000000000000e+00	3.750000000000000000e-01	-1.612439622755986290e+00	-3.747016527684864151e+00
0.000000000000000000e+00	4.000000000000000222e-01	-1.628539714378629544e+00	-3.748065284323977231e+00
0.000000000000000000e+00	4.249999999999999889e-01	-1.618350503653035233e+00	-3.748252043586920657e+00
0.000000000000000000e+00	4.500000000000000111e-01	-1.617102063357231501e+00	-3.747976845743728358e+00
0.000000000000000000e+00	4.750000000000000333e-01	-1.612850310246836338e+00	-3.747368921386641016e+00
0.000000000000000000e+00	5.000000000000000000e-01	-1.615650118432259141e+00	-3.746533163486006845e+00
0.000000000000000000e+00	5.250000000000000222e-01	-1.605677295786387182e+00	-3.745428252349324527e+00
0.000000000000000000e+00	5.500000000000000444e-01	-1.607622889776918917e+00	-3.744176391132374881e+00
0.000000000000000000e+00	5.750000000000000666e-01	-1.612865943743531982e+00	-3.742879915696659232e+00
0.000000000000000000e+00	5.999999999999999778e-01	-1.620344387826790689e+00	-3.741794288822049896e+00
0.000000000000000000e+00	6.250000000000000000e-01	-1.626361005042838093e+00	-3.740688113968198891e+00
0.000000000000000000e+00	6.500000000000000222e-01	-1.631089317936358141e+00	-3.739498750425700457e+00
0.000000000000000000e+00	6.750000000000000444e-01	-1.630923292021071003e+00	-3.738112900004404882e+00
0.000000000000000000e+00	7.000000000000000666e-01	-1.627702999244000193e+00	-3.736407417233240214e+00
0.000000000000000000e+00	7.249999999999999778e-01	-1.634980771369986208e+00	-3.734742378137229757e+00
0.000000000000000000e+00	7.500000000000000000e-01	-1.634798030882827380e+00	-3.732796731086693409e+00
0.000000000000000000e+00	7.750000000000000222e-01	-1.650485300713516956e+00	-3.730526425758658782e+00
0.000000000000000000e+00	8.000000000000000444e-01	-1.638451505228992522e+00	-3.727923635457206952e+00
0.000000000000000000e+00	8.250000000000000666e-01	-1.637996992032120680e+00	-3.724934085816301810e+00
0.000000000000000000e+00	8.499999999999999778e-01	-1.641227277887436831e+00	-3.721776913752088412e+00
0.000000000000000000e+00	8.750000000000000000e-01	-1.643806742850166591e+00	-3.718598833529170644e+00
0.000000000000000000e+00	9.000000000000000222e-01	-1.644588742747272736e+00	-3.715356296102081402e+00
0.000000000000000000e+00	9.250000000000000444e-01	-1.650804635963632139e+00	-3.711937408637502767e+00
0.000000000000000000e+00	9.500000000000000666e-01	-1.649248963474025942e+00	-3.708442709544932825e+00
0.000000000000000000e+00	9.749999999999999778e-01	-1.651101383069070172e+00	-3.704753173604899530e+00
0.000000000000000000e+00	1.000000000000000000e+00	-1.656042730526061657e+00	-3.700954626245391399e+00
0.000000000000000000e+00	1.024999999999999911e+00	-1.658653565576621913e+00	-3.693082540149399851e+00
0.000000000000000000e+00	1.050000000000000044e+00	-1.653224316724585696e+00	-3.681498624324976987e+00
0.000000000000000000e+00	1.074999999999999956e+00	-1.664025664456597164e+00	-3.670759088389830893e+00
0.000000000000000000e+00	1.100000000000000089e+00	-1.671140791060808484e+00	-3.660908352368893226e+00
0.000000000000000000e+00	1.125000000000000000e+00	-1.658263683705450964e+00	-3.651613523856306998e+00
0.000000000000000000e+00	1.150000000000000133e+00	-1.649767253684232049e+00	-3.642873243449070930e+00
0.000000000000000000e+00	1.175000000000000044e+00	-1.633050187360720384e+00	-3.634627511163557312e+00
0.000000000000000000e+00	1.199999999999999956e+00	-1.620036356903195918e+00	-3.626644165184285118e+00
0.000000000000000000e+00	1.225000000000000089e+00	-1.624312579365058795e+00	-3.618868934837716544e+00
0.000000000000000000e+00	1.250000000000000000e+00	-1.624682589394445875e+00	-3.611431190922078649e+00
0.000000000000000000e+00	1.275000000000000133e+00	-1.627307290220176172e+00	-3.604707785792965247e+00
0.000000000000000000e+00	1.300000000000000044e+00	-1.636138589019168865e+00	-3.598308089653758035e+00
0.000000000000000000e+00	1.324999999999999956e+00	-1.636640974594791631e+00	-3.592220262222705962e+00
0.000000000000000000e+00	1.350000000000000089e+00	-1.641599244520665302e+00	-3.586471018473314398e+00
0.000000000000000000e+00	1.375000000000000000e+00	-1.645196265577192785e+00	-3.581088057631919952e+00
0.000000000000000000e+00	1.400000000000000133e+00	-1.647411458946330454e+00	-3.575814918908990059e+00
0.000000000000000000e+00	1.425000000000000044e+00	-1.641806383705887384e+00	-3.570940733014663415e+00
0.000000000000000000e+00	1.449999999999999956e+00	-1.653767697056197417e+00	-3.566204824180171151e+00
0.000000000000000000e+00	1.475000000000000089e+00	-1.658701778535133231e+00	-3.561643340783485101e+00
0.000000000000000000e+00	1.500000000000000000e+00	-1.645229193470869156e+00	-3.557014987878797552e+00
0.000000000000000000e+00	1.525000000000000133e+00	-1.651732975003420423e+00	-3.552383533552311956e+00
0.000000000000000000e+00	1.550000000000000044e+00	-1.656431459146850971e+00	-3.547922290941422752e+00
0.000000000000000000e+00	1.574999999999999956e+00	-1.651124345035984708e+00	-3.543569957126602166e+00
0.000000000000000000e+00	1.600000000000000089e+00	-1.657708669864863316e+00	-3.539361396546373051e+00
0.000000000000000000e+00	1.625000000000000000e+00	-1.658582562634543400e+00	-3.535261755747709955e+00
0.000000000000000000e+00	1.650000000000000133e+00	-1.659292861520815565e+00	-3.531208411081193876e+00
0.000000000000000000e+00	1.675000000000000044e+00	-1.661063261476056985e+00	-3.527128429401201082e+00
0.000000000000000000e+00	1.699999999999999956e+00	-1.648708141354727985e+00	-3.522639871571624948e+00
0.000000000000000000e+00	1.725000000000000089e+00	-1.660202445249318259e+00	-3.517704134250619674e+00
0.000000000000000000e+00	1.750000000000000000e+00	-1.663160635882320548e+00	-3.512477587078869590e+00
0.000000000000000000e+00	1.775000000000000133e+00	-1.648769628367568574e+00	-3.507110432120115195e+00
0.000000000000000000e+00	1.800000000000000044e+00	-1.654593356348315059e+00	-3.501706545483440625e+00
0.000000000000000000e+00	1.824999999999999956e+00	-1.661880204740720179e+00	-3.496236305003691314e+00
0.000000000000000000e+00	1.850000000000000089e+00	-1.652207947675646382e+00	-3.490831305451737698e+00
0.000000000000000000e+00	1.875000000000000000e+00	-1.649591016667151688e+00	-3.485466673011889505e+00
0.000000000000000000e+00	1.900000000000000133e+00	-1.661241793263062538e+00	-3.480202291132424186e+00
0.000000000000000000e+00	1.925000000000000044e+00	-1.651194436828804513e+00	-3.474960076502954465e+00
0.000000000000000000e+00	1.949999999999999956e+00	-1.641506112519021565e+00	-3.469691059313457338e+00
0.000000000000000000e+00	1.975000000000000089e+00	-1.650373442970162863e+00	-3.464496259538075051e+00
0.000000000000000000e+00	2.000000000000000000e+00	-1.646496123592309457e+00	-3.459439917103660722e+00
0.000000000000000000e+00	2.024999999999999911e+00	-1.649557319892423823e+00	-3.454530870339895365e+00
0.000000000000000000e+00	2.049999999999999822e+00	-1.654468997358921944e+00	-3.449732795321748036e+00
0.000000000000000000e+00	2.075000000000000178e+00	-1.655079322044854528e+00	-3.444964467442993339e+00
0.000000000000000000e+00	2.100000000000000089e+00	-1.657899640057138635e+00	-3.440347652612620433e+00
0.000000000000000000e+00	2.125000000000000000e+00	-1.652739517391348611e+00	-3.435917727451736514e+00
0.000000000000000000e+00	2.149999999999999911e+00	-1.642070757387648516e+00	-3.431636064673652786e+00
0.000000000000000000e+00	2.175000000000000266e+00	-1.645819931872401387e+00	-3.427377627274654781e+00
0.000000000000000000e+00	2.200000000000000178e+00	-1.635059730704159442e+00	-3.423068260010914798e+00
0.000000000000000000e+00	2.225000000000000089e+00	-1.635109523929129782e+00	-3.418763087341469831e+00
0.000000000000000000e+00	2.250000000000000000e+00	-1.625255336159819208e+00	-3.414593521826958522e+00
0.000000000000000000e+00	2.274999999999999911e+00	-1.625107874596127822e+00	-3.410481003130847011e+00
0.000000000000000000e+00	2.300000000000000266e+00	-1.613990520586582988e+00	-3.406471533767085447e+00
0.000000000000000000e+00	2.325000000000000178e+00	-1.608596271356154350e+00	-3.402521774032397861e+00
0.000000000000000000e+00	2.350000000000000089e+00	-1.593697170947058650e+00	-3.398628279887913717e+00
0.000000000000000000e+00	2.375000000000000000e+00	-1.598897209859445834e+00	-3.395006121496582097e+00
0.000000000000000000e+00	2.399999999999999911e+00	-1.594611895380706246e+00	-3.387261121973418110e+00
0.000000000000000000e+00	2.425000000000000266e+00	-1.592023046431422451e+00	-3.376463281610390332e+00
0.000000000000000000e+00	2.450000000000000178e+00	-1.589550805094670949e+00	-3.366912339828531220e+00
